Study ID,first author,study design,publication date,primary series vaccine,booster vaccine,historyofCOVID ,reference group,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up
81,Suah,Test-negative case-control,02May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),unknown,complete vaccination with 2 doses of BNT162b2 (Pfizer) 4-6 months prior,14+,infection,infection,Malaysia,18+ years,general pop,89.4,89.2,89.7,,delta,~12 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",7+,infection,infection,USA,veterans 21+,general pop,11.0,7.0,14.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",<28,infection,infection,USA,veterans 21+,general pop,30.0,23.0,36.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",84+,infection,infection,USA,veterans 21+,general pop,-9.0,-22.0,2.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",7+,hospitalization,severe,USA,veterans 21+,general pop,50.0,41.0,57.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",<28,hospitalization,severe,USA,veterans 21+,general pop,62.0,43.0,75.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",84+,hospitalization,severe,USA,veterans 21+,general pop,45.0,18.0,63.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",7+,ICU admission or death,severe,USA,veterans 21+,general pop,88.0,68.0,96.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",28-56,ICU admission or death,severe,USA,veterans 21+,general pop,90.0,22.0,99.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",84+,ICU admission or death,severe,USA,veterans 21+,general pop,79.0,-78.0,98.0,,omicron,~19.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",,infection,infection,USA,veterans 21+,general pop,73.0,70.0,76.0,,delta,~9.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",,hospitalization,severe,USA,veterans 21+,general pop,79.0,71.0,85.0,,delta,~9.5 weeks
83,Butt,Retrospective cohort,03May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,"complete vaccination with 2 doses of BNT162b2 (Pfizer) by April 30, 2021",,ICU admission or death,severe,USA,veterans 21+,general pop,90.0,21.0,99.0,,delta,~9.5 weeks
84,Amir,Retrospective cohort,05May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) ≥4 months prior,0-30,hospitalization or death,severe,Israel,60+ years,≥ 60 years,57.0,37.5,71.0,,omicron,~31 weeks
84,Amir,Retrospective cohort,05May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) ≥4 months prior,180-210,hospitalization or death,severe,Israel,60+ years,≥ 60 years,67.8,59.0,75.6,,omicron,~31 weeks
85,Rennert,Propensity matched case control,07May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated individuals,7+,infection,infection,USA,18+ years,general pop,42.8,22.7,57.6,,omicron,~16 weeks
85,Rennert,Propensity matched case control,07May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated individuals,7+,infection,infection,USA,18-65 years,18-65 years,74.3,42.1,88.6,,omicron,~16 weeks
87,Amir,Retrospective cohort,25May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated individuals,14-60,infection,infection,Israel,12-15 years,12-15 years,80.0,76.7,83.1,,omicron,~7 weeks
87,Amir,Retrospective cohort,25May2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,complete vaccination with 2 doses 120+ days prior,14-60,infection,infection,Israel,12-15 years,12-15 years,76.2,72.2,79.6,,omicron,~7 weeks
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,infection,infection,UK,18+ years,general pop,49.6,48.3,50.8,,delta,~11 weeks
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,infection,infection,UK,18+ years,general pop,49.7,47.8,51.5,,delta,~11 weeks
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,hospitalization,severe,UK,18+ years,general pop,73.8,68.9,77.9,,delta,~11 weeks
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,hospitalization,severe,UK,18+ years,general pop,86.1,81.9,89.4,,delta,~11 weeks
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,death,death,UK,18+ years,general pop,92.6,86.5,96.0,,delta,~11 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,14+,symptomatic disease,symptomatic,USA,HCW,HCW,78.0,63.0,87.0,,delta,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,14+,symptomatic disease,symptomatic,USA,HCW,HCW,50.0,42.0,56.0,,omicron,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,<56,symptomatic disease,symptomatic,USA,HCW,HCW,66.0,51.0,76.0,,omicron,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,112+,symptomatic disease,symptomatic,USA,HCW,HCW,55.0,19.0,76.0,,omicron,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,HCW,HCW,93.0,78.0,98.0,,delta,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,HCW,HCW,54.0,23.0,73.0,,omicron,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated individuals,<56,symptomatic disease,symptomatic,USA,HCW,HCW,75.0,50.0,87.0,,omicron,~32 weeks
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated individuals,112+,symptomatic disease,symptomatic,USA,HCW,HCW,55.0,5.0,69.0,,omicron,~32 weeks
93,Adams,Prospective test-negative case control,14Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,80.0,73.0,85.0,omicron,omicron,~39 weeks
95,Liu,Prospective cohort,21Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination 8-89 days prior,8+,hospitalization or death,severe,Australia,50-69 years,50-69 years,49.4,30.8,63.0,,omicron,~13 weeks
98,Ionescu,Test-negative case-control,28Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,infection,infection,Canada (Quebec),12-17 years,12-17 years,60.8,40.8,74.1,,omicron,~26 weeks
98,Ionescu,Test-negative case-control,28Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,infection,infection,Canada (British Colombia),12-17 years,12-17 years,63.7,41.1,77.7,,omicron,~26 weeks
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,<3 months,hospitalization,severe,USA,18+ years,general pop,80.0,74.0,84.0,omicron BA.1,omicron BA.1,
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,≥3 months,hospitalization,severe,USA,18+ years,general pop,76.0,69.0,82.0,omicron BA.1,omicron BA.1,~29 weeks
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,<3 months,ED admissions,symptomatic,USA,18+ years,general pop,74.0,69.0,78.0,omicron BA.1,omicron BA.1,
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,≥3 months,ED admissions,symptomatic,USA,18+ years,general pop,65.0,56.0,73.0,omicron BA.1,omicron BA.1,~29 weeks
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,<3 months,hospitalization,severe,USA,18+ years,general pop,74.0,47.0,87.0,omicron BA.2,omicron BA.2,
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,≥3 months,hospitalization,severe,USA,18+ years,general pop,70.0,53.0,81.0,omicron BA.2,omicron BA.2,~29 weeks
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,<3 months,ED admissions,symptomatic,USA,18+ years,general pop,59.0,40.0,72.0,omicron BA.2,omicron BA.2,
100,Tartof,Test-negative case-control,30Jun2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,≥3 months,ED admissions,symptomatic,USA,18+ years,general pop,5.0,-21.0,25.0,omicron BA.2,omicron BA.2,~29 weeks
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,7+,infection,infection,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,89.0,85.0,93.0,,delta,~10 weeks
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,7+,mild-moderate hospitalization,severe,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,93.0,86.0,97.0,,delta,~10 weeks
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,7+,severe hospitalization,severe,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,90.0,76.0,96.0,,delta,~10 weeks
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,7+,death,death,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,96.0,84.0,99.1,,delta,~10 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant women,48.0,37.0,57.0,,omicron BA.1,~31 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,0+,hospitalization with moderate disease,severe,Israel,pregnant women aged 16+,pregnant women,92.0,26.0,99.0,,omicron BA.1,~31 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant women,43.0,31.0,53.0,,omicron BA.1,~31 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,0+,hospitalization with moderate disease,severe,Israel,pregnant women aged 16+,pregnant women,97.0,72.0,100.0,,omicron BA.1,~31 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,0+,severe disease,severe,Israel,pregnant women aged 16+,pregnant women,94.0,43.0,99.0,,omicron BA.1,~31 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination at least 5 months prior,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant women,92.0,83.0,96.0,,delta,~15.5 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant women,97.0,95.0,99.0,,delta,~15.5 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,0+,hospitalization with moderate disease,severe,Israel,pregnant women aged 16+,pregnant women,99.0,93.0,100.0,,delta,~15.5 weeks
102,Guedalia,Retrospective cohort,11Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,0+,severe disease,severe,Israel,pregnant women aged 16+,pregnant women,99.0,89.0,100.0,,delta,~15.5 weeks
103,Lee,Test-negative case-control,12Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,84+,infection,infection,UK,cancer patients aged 18+,immunocompromised,59.3,58.8,59.8,,delta,~12 weeks
103,Lee,Test-negative case-control,12Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,84+,symptomatic disease,symptomatic,UK,cancer patients aged 18+,immunocompromised,61.9,61.4,62.4,,delta,~12 weeks
103,Lee,Test-negative case-control,12Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,84+,hospitalization,severe,UK,cancer patients aged 18+,immunocompromised,81.1,76.8,84.6,,delta,~12 weeks
103,Lee,Test-negative case-control,12Jul2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,84+,death,death,UK,cancer patients aged 18+,immunocompromised,94.6,92.6,96.1,,delta,~12 weeks
108,Tartof,Test-negative case-control,03Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,14+,ED or UC visit,symptomatic,USA,12-17 years,12-17 years,87.0,72.0,94.0,omicron,omicron,~10 weeks
108,Tartof,Test-negative case-control,03Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,ED or UC visit,symptomatic,USA,12-17 years,12-17 years,87.0,71.0,95.0,omicron,omicron,~10 weeks
109,Pinto-Álvarez,Nested cohort,06Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,15+,infection,infection,Colombia,16+,general pop,72.5,59.5,81.4,,"mu, delta, & omicron",~26 weeks
109,Pinto-Álvarez,Nested cohort,06Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,15+,hospitalization,severe,Colombia,16+,general pop,82.9,63.5,92.1,,"mu, delta, & omicron",~26 weeks
109,Pinto-Álvarez,Nested cohort,06Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,15+,death,death,Colombia,16+,general pop,89.8,73.7,96.1,,"mu, delta, & omicron",~26 weeks
111,Low,Retrospective cohort,10Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) ≥3 months prior,14+,symptomatic disease,symptomatic,Malaysia,18+ years,general pop,99.0,99.0,100.0,,delta,~14 weeks
112,Risk,Retrospective cohort,16Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,7+,infection,infection,USA,immunocompromised adults,immunocompromised adults,50.0,31.0,64.0,,omicron,~22 weeks
112,Risk,Retrospective cohort,16Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,7+,infection,infection,USA,immunocompetent adults,general pop,35.0,29.0,41.0,,omicron,~22 weeks
112,Risk,Retrospective cohort,16Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,7+,hospitalization,severe,USA,18+ years,general pop,89.0,84.0,93.0,,omicron,~22 weeks
113,Kim,Retrospective cohort,17Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14-29,infection,infection,South Korea,12-18 years,12-18 years,56.3,50.0,61.7,,delta & omicron,~6 weeks
113,Kim,Retrospective cohort,17Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,30-59,infection,infection,South Korea,12-18 years,12-18 years,55.2,47.3,61.9,,delta & omicron,~6 weeks
114,Yan,Case-control,18Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,severe disease,severe,"Hong Kong, SAR",18-50 years,18-50 years,76.1,24.8,92.4,,omicron BA.2,18 weeks
114,Yan,Case-control,18Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,severe disease,severe,"Hong Kong, SAR",51-64 years,51-64 years,90.5,72.6,96.7,,omicron BA.2,18 weeks
114,Yan,Case-control,18Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,severe disease,severe,"Hong Kong, SAR",65+ years,≥ 65 years,86.7,74.8,93.0,,omicron BA.2,18 weeks
114,Yan,Case-control,18Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,death,death,"Hong Kong, SAR",18-50 years,18-50 years,82.1,35.5,95.0,,omicron BA.2,18 weeks
114,Yan,Case-control,18Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,death,death,"Hong Kong, SAR",51-64 years,51-64 years,98.1,92.3,99.5,,omicron BA.2,18 weeks
114,Yan,Case-control,18Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,death,death,"Hong Kong, SAR",65+ years,≥ 65 years,97.5,95.1,98.7,,omicron BA.2,18 weeks
116,Cheng,Retrospective cohort,11Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,infection,infection,"Hong Kong, SAR",≥18 years with chronic kidney disease,≥18 years with chronic kidney disease,77.0,72.0,82.0,,omicron,~45 weeks
116,Cheng,Retrospective cohort,11Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,hospitalization,severe,"Hong Kong, SAR",≥18 years with chronic kidney disease,≥18 years with chronic kidney disease,85.0,73.0,92.0,,omicron,~45 weeks
116,Cheng,Retrospective cohort,11Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,death,death,"Hong Kong, SAR",≥18 years with chronic kidney disease,≥18 years with chronic kidney disease,95.0,78.0,99.0,,omicron,~45 weeks
117,Wan,Case-control,17Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,infection,infection,"Hong Kong, SAR",≥12 years with diabetes mellitus,≥12 years with diabetes mellitus,54.2,52.4,55.9,,omicron BA.2,~23 weeks
117,Wan,Case-control,17Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,hospitalization,severe,"Hong Kong, SAR",≥12 years with diabetes mellitus,≥12 years with diabetes mellitus,91.4,89.5,92.9,,omicron BA.2,~23 weeks
117,Wan,Case-control,17Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,ICU admission,severe,"Hong Kong, SAR",≥12 years with diabetes mellitus,≥12 years with diabetes mellitus,86.3,71.5,93.4,,omicron BA.2,~23 weeks
118,Tsang,Prospective cohort,25Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,infection,infection,"Hong Kong, SAR",≥ 5 years,≥ 5 years,41.4,23.2,55.2,,omicron BA.2,~25 weeks
118,Tsang,Prospective cohort,25Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14+,symptomatic disease,symptomatic,"Hong Kong, SAR",≥ 5 years,≥ 5 years,50.9,31.0,65.0,,omicron BA.2,~25 weeks
119,Ng,Retrospective cohort,26Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of any mRNA vaccine 5 months prior,15-60,infection,infection,Singapore,≥ 30 years,≥ 30 years,31.7,30.0,33.4,,omicron,~45 weeks
119,Ng,Retrospective cohort,26Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of any mRNA vaccine 5 months prior,121-330,infection,infection,Singapore,≥ 30 years,≥ 30 years,-2.8,-5.4,0.3,,omicron,~45 weeks
119,Ng,Retrospective cohort,26Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of any mRNA vaccine 5 months prior,15-60,severe disease,severe,Singapore,≥ 30 years,≥ 30 years,85.2,80.2,88.9,,omicron,~45 weeks
119,Ng,Retrospective cohort,26Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,complete vaccination with 2 doses of any mRNA vaccine 5 months prior,121-330,severe disease,severe,Singapore,≥ 30 years,≥ 30 years,87.3,84.2,89.8,,omicron,~45 weeks
120,Cocchio,Retrospective cohort,20Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,14-34,infection,infection,Italy,12-17 years,12-17 years,72.0,70.0,73.0,,omicron,~15 weeks
120,Cocchio,Retrospective cohort,20Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),excluded,unvaccinated,35-69,infection,infection,Italy,12-17 years,12-17 years,30.0,27.0,33.0,,omicron,~15 weeks
122,Barraza,Retrospective cohort,05Aug2022,BNT162b2 (Pfizer),BNT162b2 (Pfizer),included,unvaccinated,14+,infection,infection,Chile,18+ years,general pop,84.0,71.0,91.2,,"gamma, delta & omicron",~41 weeks
